"","Inc","Capital","Hours","Age","Industry","Education","Marital","Occupation"
"27242",">$50K",0,47,40,"Private","Bach","Married","Specialist"
"27243",">$50K",0,39,47,"Private","Min","Married","Management"
"27244",">$50K",0,35,62,"Private","High School","Never Married","Specialist"
"27245","<=$50K",0,36,30,"Private","Min","Divorced","Specialist"
"27246","<=$50K",0,21,43,"Private","Bach","Never Married","Specialist"
"27247",">$50K",0,38,52,"Private","Bach","Married","Specialist"
"27248",">$50K",0,54,56,"Private","Bach","Married","Specialist"
"27249",">$50K",0,50,55,"Private","High School","Never Married","Trades"
"27250",">$50K",0,43,47,"Govt","Bach","Married","Trades"
"27251",">$50K",0,56,67,"Private","High School","Never Married","Admin"
"27252",">$50K",0,45,42,"Govt","Min","Married","Admin"
"27253",">$50K",0,37,67,"Private","High School","Never Married","Specialist"
"27254","<=$50K",671,25,40,"Private","Bach","Married","Specialist"
"27255","<=$50K",0,41,27,"Private","Bach","Never Married","Trades"
"27256","<=$50K",0,44,28,"Private","Master","Married","Management"
"27257","<=$50K",0,26,37,"Private","High School","Married","Specialist"
"27258","<=$50K",0,28,73,"Self-Emp","Bach","Divorced","Trades"
"27259",">$50K",0,55,40,"Private","Bach","Married","Agricultural"
"27260","<=$50K",0,23,74,"Self-Emp","Bach","Married","Specialist"
"27261",">$50K",0,38,59,"Private","Bach","Divorced","Agricultural"
"27262",">$50K",0,31,69,"Private","Min","Widowed","Management"
"27263",">$50K",0,56,26,"Private","Min","Widowed","Management"
"27264",">$50K",0,52,61,"Private","Min","Married","Management"
"27265",">$50K",0,70,25,"Private","Bach","Married","Specialist"
"27266",">$50K",0,40,54,"Private","Min","Never Married","Trades"
"27267","<=$50K",0,13,78,"Private","Bach","Divorced","Agricultural"
"27268","<=$50K",0,29,34,"Private","Min","Married","Trades"
"27269",">$50K",1675,57,64,"Private","Master","Married","Management"
"27270","<=$50K",0,38,31,"Self-Emp","High School","Divorced","Management"
"27271",">$50K",0,39,57,"Private","Min","Never Married","Admin"
"27272",">$50K",0,47,40,"Private","Min","Never Married","Management"
"27273",">$50K",0,45,64,"Private","High School","Married","Admin"
"27274",">$50K",0,42,35,"Private","Min","Never Married","Agricultural"
"27275",">$50K",0,38,44,"Private","High School","Married","Specialist"
"27276",">$50K",1271,33,66,"Private","Min","Married","Admin"
"27277","<=$50K",0,13,77,"Private","High School","Married","Agricultural"
"27278",">$50K",0,35,65,"Private","Min","Never Married","Admin"
"27279","<=$50K",0,23,63,"Private","High School","Divorced","Management"
"27280",">$50K",1054,48,57,"Private","High School","Married","Admin"
"27281","<=$50K",0,24,38,"Govt","Bach","Divorced","Agricultural"
"27282","<=$50K",0,23,21,"Private","Min","Married","Management"
"27283",">$50K",0,62,51,"Private","High School","Married","Admin"
"27284",">$50K",0,32,48,"Private","High School","Never Married","Agricultural"
"27285","<=$50K",0,24,69,"Private","High School","Never Married","Trades"
"27286",">$50K",0,26,57,"Private","Bach","Married","Management"
"27287",">$50K",0,62,46,"Private","High School","Never Married","Management"
"27288",">$50K",0,42,69,"Private","High School","Married","Trades"
"27289","<=$50K",0,23,71,"Private","Min","Divorced","Management"
"27290","<=$50K",0,50,18,"Private","Min","Married","Trades"
"27291","<=$50K",0,57,20,"Private","Master","Divorced","Management"
"27292","<=$50K",0,18,75,"Self-Emp","Min","Married","Agricultural"
"27293","<=$50K",2375,43,22,"Private","Bach","Married","Admin"
"27294",">$50K",0,31,68,"Private","Min","Never Married","Specialist"
"27295","<=$50K",0,22,75,"Private","Bach","Never Married","Management"
"27296",">$50K",0,39,45,"Private","High School","Married","Agricultural"
"27297",">$50K",0,34,49,"Govt","Master","Divorced","Management"
"27298","<=$50K",0,24,64,"Self-Emp","Master","Married","Specialist"
"27299","<=$50K",0,3,82,"Private","High School","Never Married","Admin"
"27300",">$50K",0,32,38,"Private","Bach","Married","Agricultural"
"27301","<=$50K",0,31,34,"Govt","Min","Married","Specialist"
"27302",">$50K",0,42,54,"Private","High School","Never Married","Agricultural"
"27303",">$50K",0,29,49,"Govt","Bach","Never Married","Trades"
"27304",">$50K",1614,37,52,"Private","Bach","Never Married","Specialist"
"27305",">$50K",0,46,47,"Govt","Min","Married","Trades"
"27306",">$50K",0,48,29,"Private","Bach","Married","Admin"
"27307","<=$50K",0,34,29,"Private","Min","Never Married","Trades"
"27308","<=$50K",0,19,74,"Private","Bach","Widowed","Trades"
"27309",">$50K",0,40,39,"Private","High School","Divorced","Trades"
"27310",">$50K",1026,41,49,"Private","Bach","Married","Management"
"27311",">$50K",0,57,30,"Private","High School","Divorced","Management"
"27312",">$50K",0,31,71,"Private","Bach","Married","Specialist"
"27313","<=$50K",0,37,23,"Private","Bach","Never Married","Trades"
"27314","<=$50K",1226,28,20,"Self-Emp","High School","Never Married","Agricultural"
"27315",">$50K",1104,62,59,"Private","High School","Never Married","Specialist"
"27316","<=$50K",0,13,79,"Govt","Min","Married","Specialist"
"27317",">$50K",0,42,40,"Private","High School","Married","Specialist"
"27318",">$50K",2067,57,50,"Private","Bach","Married","Management"
"27319",">$50K",0,34,64,"Private","Master","Divorced","Agricultural"
"27320","<=$50K",0,22,47,"Private","Bach","Married","Management"
"27321",">$50K",0,49,41,"Private","Min","Married","Admin"
"27322","<=$50K",0,20,43,"Govt","Bach","Divorced","Specialist"
"27323",">$50K",0,36,35,"Private","Bach","Never Married","Trades"
"27324",">$50K",0,42,40,"Private","Master","Divorced","Admin"
"27325","<=$50K",2573,39,23,"Private","Min","Married","Management"
"27326","<=$50K",0,25,37,"Private","Min","Married","Admin"
"27327","<=$50K",1820,4,80,"Self-Emp","High School","Married","Trades"
"27328","<=$50K",0,43,27,"Private","Min","Never Married","Management"
"27329",">$50K",0,45,56,"Private","Min","Married","Admin"
"27330",">$50K",0,26,55,"Private","High School","Never Married","Admin"
"27331","<=$50K",0,37,24,"Private","High School","Never Married","Specialist"
"27332","<=$50K",0,24,19,"Self-Emp","High School","Divorced","Admin"
"27333",">$50K",0,35,42,"Private","Bach","Married","Admin"
"27334",">$50K",0,40,51,"Govt","Bach","Never Married","Management"
"27335","<=$50K",0,32,28,"Self-Emp","Min","Married","Management"
"27336",">$50K",0,36,44,"Govt","Min","Married","Trades"
"27337","<=$50K",0,8,82,"Private","Bach","Divorced","Agricultural"
"27338","<=$50K",0,15,32,"Govt","Bach","Never Married","Specialist"
"27339",">$50K",0,33,42,"Private","Min","Married","Specialist"
"27340",">$50K",467,29,67,"Private","Bach","Never Married","Admin"
"27341","<=$50K",0,28,31,"Private","Min","Never Married","Agricultural"
"27342",">$50K",0,35,69,"Private","Min","Never Married","Trades"
"27343",">$50K",0,41,52,"Private","Master","Married","Agricultural"
"27344",">$50K",0,68,33,"Private","Bach","Never Married","Specialist"
"27345","<=$50K",0,33,22,"Private","Min","Never Married","Trades"
"27346","<=$50K",0,25,18,"Private","Bach","Never Married","Agricultural"
"27347",">$50K",0,52,40,"Private","High School","Married","Admin"
"27348",">$50K",0,30,68,"Govt","Master","Married","Management"
"27349","<=$50K",0,49,24,"Govt","High School","Married","Admin"
"27350","<=$50K",0,54,20,"Private","Bach","Never Married","Admin"
"27351",">$50K",0,52,53,"Govt","Bach","Married","Agricultural"
"27352",">$50K",0,34,63,"Private","Min","Married","Admin"
"27353","<=$50K",0,44,21,"Private","High School","Never Married","Management"
"27354","<=$50K",0,11,74,"Private","Master","Divorced","Trades"
"27355","<=$50K",0,8,81,"Self-Emp","Min","Never Married","Management"
"27356","<=$50K",0,0,85,"Private","Min","Married","Management"
"27357",">$50K",0,47,51,"Private","High School","Married","Admin"
"27358",">$50K",0,47,61,"Private","Bach","Married","Trades"
"27359","<=$50K",0,37,23,"Self-Emp","Master","Never Married","Agricultural"
"27360","<=$50K",0,9,79,"Private","High School","Divorced","Management"
"27361",">$50K",0,31,65,"Private","Bach","Never Married","Specialist"
"27362","<=$50K",0,8,70,"Private","Bach","Married","Agricultural"
"27363",">$50K",0,32,63,"Private","High School","Never Married","Trades"
"27364",">$50K",0,33,42,"Private","High School","Never Married","Trades"
"27365",">$50K",0,42,61,"Private","Min","Never Married","Specialist"
"27366",">$50K",0,32,55,"Govt","Master","Married","Agricultural"
"27367",">$50K",0,32,72,"Private","Min","Married","Trades"
"27368","<=$50K",0,21,21,"Private","Bach","Never Married","Management"
"27369",">$50K",1603,31,69,"Private","Bach","Divorced","Specialist"
"27370",">$50K",0,43,58,"Private","Min","Widowed","Admin"
"27371",">$50K",0,34,66,"Private","Bach","Divorced","Management"
"27372",">$50K",0,32,47,"Private","Min","Married","Management"
"27373","<=$50K",0,41,26,"Private","Bach","Married","Management"
"27374","<=$50K",0,26,42,"Private","Master","Married","Agricultural"
"27375",">$50K",0,37,53,"Private","Bach","Divorced","Admin"
"27376",">$50K",0,60,56,"Govt","Min","Never Married","Trades"
"27377",">$50K",0,50,49,"Private","Bach","Married","Admin"
"27378","<=$50K",0,29,73,"Govt","Bach","Married","Trades"
"27379","<=$50K",0,38,26,"Self-Emp","Master","Married","Agricultural"
"27380",">$50K",0,39,68,"Private","High School","Divorced","Trades"
"27381","<=$50K",0,10,81,"Private","Master","Married","Management"
"27382",">$50K",0,29,52,"Private","Bach","Married","Management"
"27383","<=$50K",0,23,30,"Private","Min","Married","Agricultural"
"27384","<=$50K",0,6,78,"Private","High School","Married","Management"
"27385","<=$50K",0,6,80,"Private","Min","Never Married","Management"
"27386",">$50K",0,54,59,"Self-Emp","Min","Widowed","Trades"
"27387","<=$50K",2026,23,72,"Private","High School","Never Married","Management"
"27388","<=$50K",0,39,25,"Private","Bach","Divorced","Agricultural"
"27389","<=$50K",0,6,81,"Private","Master","Married","Agricultural"
"27390",">$50K",1454,26,63,"Private","High School","Never Married","Agricultural"
"27391","<=$50K",0,9,80,"Private","Master","Married","Trades"
"27392",">$50K",0,49,47,"Private","Min","Never Married","Management"
"27393","<=$50K",937,4,82,"Other","Min","Married","Trades"
"27394",">$50K",0,48,34,"Private","Bach","Married","Trades"
"27395","<=$50K",0,56,22,"Private","High School","Married","Agricultural"
"27396","<=$50K",0,18,77,"Private","Bach","Married","Agricultural"
"27397",">$50K",1352,39,58,"Private","Bach","Married","Management"
"27398",">$50K",0,51,31,"Govt","Bach","Married","Specialist"
"27399",">$50K",0,38,57,"Govt","High School","Married","Management"
"27400","<=$50K",0,37,18,"Self-Emp","Bach","Never Married","Specialist"
"27401",">$50K",0,40,66,"Private","Min","Never Married","Specialist"
"27402","<=$50K",0,12,75,"Private","High School","Never Married","Management"
"27403","<=$50K",0,6,82,"Private","Bach","Never Married","Agricultural"
"27404",">$50K",0,40,44,"Govt","Min","Never Married","Admin"
"27405","<=$50K",0,12,77,"Private","Min","Married","Admin"
"27406","<=$50K",0,11,75,"Other","Bach","Divorced","Specialist"
"27407","<=$50K",0,38,20,"Private","High School","Never Married","Admin"
"27408",">$50K",0,55,30,"Private","Master","Divorced","Agricultural"
"27409",">$50K",0,34,37,"Private","Min","Divorced","Trades"
"27410","<=$50K",0,17,69,"Private","Min","Never Married","Management"
"27411",">$50K",0,57,46,"Govt","Bach","Married","Management"
"27412",">$50K",0,42,61,"Private","Master","Never Married","Specialist"
"27413",">$50K",0,38,65,"Private","Master","Divorced","Trades"
"27414",">$50K",2018,45,25,"Private","Bach","Divorced","Management"
"27415","<=$50K",0,5,81,"Private","Min","Never Married","Management"
"27416","<=$50K",0,9,82,"Private","Min","Married","Management"
"27417",">$50K",0,41,70,"Govt","Bach","Divorced","Management"
"27418",">$50K",0,44,68,"Private","High School","Married","Specialist"
"27419","<=$50K",813,23,72,"Private","Min","Never Married","Agricultural"
"27420",">$50K",0,49,50,"Private","Min","Never Married","Admin"
"27421","<=$50K",0,8,80,"Govt","Bach","Never Married","Management"
"27422","<=$50K",0,15,77,"Private","Bach","Married","Agricultural"
"27423","<=$50K",2452,24,18,"Private","High School","Married","Trades"
"27424","<=$50K",0,24,70,"Self-Emp","Min","Divorced","Admin"
"27425","<=$50K",0,6,79,"Private","Bach","Divorced","Admin"
"27426","<=$50K",0,22,64,"Private","Min","Never Married","Admin"
"27427",">$50K",0,42,63,"Govt","Bach","Never Married","Management"
"27428",">$50K",0,50,52,"Private","High School","Never Married","Trades"
"27429",">$50K",0,47,47,"Govt","High School","Married","Management"
"27430",">$50K",0,30,65,"Govt","High School","Married","Trades"
"27431","<=$50K",0,17,78,"Govt","High School","Married","Specialist"
"27432","<=$50K",0,12,76,"Private","Bach","Married","Agricultural"
"27433","<=$50K",0,2,84,"Govt","Bach","Never Married","Trades"
"27434","<=$50K",0,34,35,"Private","Bach","Never Married","Admin"
"27435",">$50K",0,43,42,"Private","Bach","Never Married","Agricultural"
"27436","<=$50K",0,26,66,"Private","High School","Married","Agricultural"
"27437","<=$50K",0,9,80,"Private","Bach","Married","Management"
"27438","<=$50K",0,2,84,"Private","Bach","Never Married","Trades"
"27439","<=$50K",0,28,37,"Private","Bach","Married","Agricultural"
"27440",">$50K",2834,47,58,"Private","High School","Married","Admin"
"27441","<=$50K",814,44,22,"Private","Bach","Never Married","Trades"
"27442",">$50K",0,35,50,"Govt","Min","Married","Specialist"
"27443",">$50K",0,39,33,"Private","Bach","Married","Trades"
"27444",">$50K",0,40,57,"Private","Bach","Married","Agricultural"
"27445","<=$50K",0,47,23,"Private","High School","Married","Trades"
"27446","<=$50K",0,29,32,"Other","Bach","Divorced","Admin"
"27447","<=$50K",0,8,80,"Private","Bach","Never Married","Trades"
"27448","<=$50K",0,29,28,"Govt","Bach","Married","Trades"
"27449","<=$50K",0,59,19,"Private","Min","Married","Admin"
"27450","<=$50K",0,15,74,"Private","Min","Never Married","Agricultural"
"27451",">$50K",0,44,29,"Private","Min","Married","Management"
"27452",">$50K",0,44,60,"Private","High School","Widowed","Management"
"27453",">$50K",0,27,59,"Private","Bach","Never Married","Admin"
"27454",">$50K",0,37,44,"Private","Bach","Divorced","Admin"
"27455","<=$50K",0,29,35,"Self-Emp","Bach","Never Married","Admin"
"27456",">$50K",0,56,27,"Private","High School","Married","Trades"
"27457",">$50K",0,49,43,"Private","High School","Married","Management"
"27458","<=$50K",736,10,76,"Private","High School","Married","Specialist"
"27459",">$50K",0,33,69,"Private","Bach","Married","Trades"
"27460",">$50K",0,37,60,"Private","High School","Married","Agricultural"
"27461",">$50K",0,41,65,"Private","Bach","Divorced","Management"
"27462",">$50K",0,35,55,"Private","Min","Never Married","Agricultural"
"27463",">$50K",0,37,70,"Private","High School","Married","Trades"
"27464",">$50K",0,65,39,"Private","High School","Married","Specialist"
"27465","<=$50K",1920,15,75,"Other","Bach","Married","Trades"
"27466","<=$50K",0,3,83,"Private","Bach","Never Married","Trades"
"27467","<=$50K",0,10,79,"Private","Bach","Married","Management"
"27468",">$50K",0,57,43,"Private","Min","Divorced","Management"
"27469",">$50K",0,27,58,"Private","Bach","Married","Trades"
"27470",">$50K",5680,21,45,"Private","Bach","Married","Management"
"27471",">$50K",0,33,54,"Private","High School","Divorced","Agricultural"
"27472",">$50K",0,50,46,"Private","Master","Never Married","Management"
"27473",">$50K",0,55,53,"Private","Bach","Married","Trades"
"27474","<=$50K",0,9,81,"Private","High School","Married","Specialist"
"27475",">$50K",0,62,60,"Private","Bach","Divorced","Admin"
"27476",">$50K",0,33,42,"Private","Min","Never Married","Specialist"
"27477","<=$50K",0,20,69,"Private","Min","Widowed","Management"
"27478",">$50K",0,53,62,"Private","Min","Married","Admin"
"27479","<=$50K",1185,18,72,"Private","High School","Never Married","Agricultural"
"27480","<=$50K",0,4,82,"Self-Emp","Bach","Never Married","Trades"
"27481",">$50K",0,41,42,"Private","High School","Married","Management"
"27482","<=$50K",0,21,59,"Govt","High School","Never Married","Agricultural"
"27483","<=$50K",0,6,82,"Private","High School","Never Married","Admin"
"27484","<=$50K",0,2,84,"Self-Emp","Bach","Married","Trades"
"27485","<=$50K",0,35,31,"Private","Min","Married","Management"
"27486","<=$50K",1804,13,74,"Private","Bach","Divorced","Management"
"27487","<=$50K",0,45,25,"Govt","Bach","Married","Trades"
